config_id,config_key,experiment_key,r2l_synth_count,target_r2l,cb_beta,focal_gamma,seed,run_name
c063,cec23d1f44,2004f9ddf9f2,5000,5995,0.999,0.5,1,cnn2d_grid_c063_cec23d1f44_r5000_b0p999_g0p5_s1
c063,cec23d1f44,2004f9ddf9f2,5000,5995,0.999,0.5,2,cnn2d_grid_c063_cec23d1f44_r5000_b0p999_g0p5_s2
c064,cd2953c0e5,2004f9ddf9f2,5000,5995,0.999,0.75,0,cnn2d_grid_c064_cd2953c0e5_r5000_b0p999_g0p75_s0
c064,cd2953c0e5,2004f9ddf9f2,5000,5995,0.999,0.75,1,cnn2d_grid_c064_cd2953c0e5_r5000_b0p999_g0p75_s1
c064,cd2953c0e5,2004f9ddf9f2,5000,5995,0.999,0.75,2,cnn2d_grid_c064_cd2953c0e5_r5000_b0p999_g0p75_s2
c065,cc3c2f1ca2,2004f9ddf9f2,5000,5995,0.999,1.0,0,cnn2d_grid_c065_cc3c2f1ca2_r5000_b0p999_g1_s0
c065,cc3c2f1ca2,2004f9ddf9f2,5000,5995,0.999,1.0,1,cnn2d_grid_c065_cc3c2f1ca2_r5000_b0p999_g1_s1
c065,cc3c2f1ca2,2004f9ddf9f2,5000,5995,0.999,1.0,2,cnn2d_grid_c065_cc3c2f1ca2_r5000_b0p999_g1_s2
c066,37cee0e7da,2004f9ddf9f2,5000,5995,0.999,1.25,0,cnn2d_grid_c066_37cee0e7da_r5000_b0p999_g1p25_s0
c066,37cee0e7da,2004f9ddf9f2,5000,5995,0.999,1.25,1,cnn2d_grid_c066_37cee0e7da_r5000_b0p999_g1p25_s1
c066,37cee0e7da,2004f9ddf9f2,5000,5995,0.999,1.25,2,cnn2d_grid_c066_37cee0e7da_r5000_b0p999_g1p25_s2
c067,9fceba4348,2004f9ddf9f2,5000,5995,0.999,1.5,0,cnn2d_grid_c067_9fceba4348_r5000_b0p999_g1p5_s0
c067,9fceba4348,2004f9ddf9f2,5000,5995,0.999,1.5,1,cnn2d_grid_c067_9fceba4348_r5000_b0p999_g1p5_s1
c067,9fceba4348,2004f9ddf9f2,5000,5995,0.999,1.5,2,cnn2d_grid_c067_9fceba4348_r5000_b0p999_g1p5_s2
c068,a4fc8e0c58,2004f9ddf9f2,5000,5995,0.999,1.75,0,cnn2d_grid_c068_a4fc8e0c58_r5000_b0p999_g1p75_s0
c068,a4fc8e0c58,2004f9ddf9f2,5000,5995,0.999,1.75,1,cnn2d_grid_c068_a4fc8e0c58_r5000_b0p999_g1p75_s1
c068,a4fc8e0c58,2004f9ddf9f2,5000,5995,0.999,1.75,2,cnn2d_grid_c068_a4fc8e0c58_r5000_b0p999_g1p75_s2
c069,5fa1b25cb6,2004f9ddf9f2,5000,5995,0.999,2.0,0,cnn2d_grid_c069_5fa1b25cb6_r5000_b0p999_g2_s0
c069,5fa1b25cb6,2004f9ddf9f2,5000,5995,0.999,2.0,1,cnn2d_grid_c069_5fa1b25cb6_r5000_b0p999_g2_s1
c069,5fa1b25cb6,2004f9ddf9f2,5000,5995,0.999,2.0,2,cnn2d_grid_c069_5fa1b25cb6_r5000_b0p999_g2_s2
c070,8b01782571,2004f9ddf9f2,5000,5995,0.999,2.25,0,cnn2d_grid_c070_8b01782571_r5000_b0p999_g2p25_s0
c070,8b01782571,2004f9ddf9f2,5000,5995,0.999,2.25,1,cnn2d_grid_c070_8b01782571_r5000_b0p999_g2p25_s1
c070,8b01782571,2004f9ddf9f2,5000,5995,0.999,2.25,2,cnn2d_grid_c070_8b01782571_r5000_b0p999_g2p25_s2
c071,2be405f6d0,2004f9ddf9f2,5000,5995,0.999,2.5,0,cnn2d_grid_c071_2be405f6d0_r5000_b0p999_g2p5_s0
c071,2be405f6d0,2004f9ddf9f2,5000,5995,0.999,2.5,1,cnn2d_grid_c071_2be405f6d0_r5000_b0p999_g2p5_s1
c071,2be405f6d0,2004f9ddf9f2,5000,5995,0.999,2.5,2,cnn2d_grid_c071_2be405f6d0_r5000_b0p999_g2p5_s2
c072,b11b460da3,2004f9ddf9f2,5000,5995,0.999,3.0,0,cnn2d_grid_c072_b11b460da3_r5000_b0p999_g3_s0
c072,b11b460da3,2004f9ddf9f2,5000,5995,0.999,3.0,1,cnn2d_grid_c072_b11b460da3_r5000_b0p999_g3_s1
c072,b11b460da3,2004f9ddf9f2,5000,5995,0.999,3.0,2,cnn2d_grid_c072_b11b460da3_r5000_b0p999_g3_s2
c073,df99304780,2004f9ddf9f2,5000,5995,0.9995,0.0,0,cnn2d_grid_c073_df99304780_r5000_b0p9995_g0_s0
c073,df99304780,2004f9ddf9f2,5000,5995,0.9995,0.0,1,cnn2d_grid_c073_df99304780_r5000_b0p9995_g0_s1
c073,df99304780,2004f9ddf9f2,5000,5995,0.9995,0.0,2,cnn2d_grid_c073_df99304780_r5000_b0p9995_g0_s2
c074,f132ddc826,2004f9ddf9f2,5000,5995,0.9995,0.25,0,cnn2d_grid_c074_f132ddc826_r5000_b0p9995_g0p25_s0
c074,f132ddc826,2004f9ddf9f2,5000,5995,0.9995,0.25,1,cnn2d_grid_c074_f132ddc826_r5000_b0p9995_g0p25_s1
c074,f132ddc826,2004f9ddf9f2,5000,5995,0.9995,0.25,2,cnn2d_grid_c074_f132ddc826_r5000_b0p9995_g0p25_s2
c075,eeba2d306b,2004f9ddf9f2,5000,5995,0.9995,0.5,0,cnn2d_grid_c075_eeba2d306b_r5000_b0p9995_g0p5_s0
c075,eeba2d306b,2004f9ddf9f2,5000,5995,0.9995,0.5,1,cnn2d_grid_c075_eeba2d306b_r5000_b0p9995_g0p5_s1
c075,eeba2d306b,2004f9ddf9f2,5000,5995,0.9995,0.5,2,cnn2d_grid_c075_eeba2d306b_r5000_b0p9995_g0p5_s2
c076,8426db3cb5,2004f9ddf9f2,5000,5995,0.9995,0.75,0,cnn2d_grid_c076_8426db3cb5_r5000_b0p9995_g0p75_s0
c076,8426db3cb5,2004f9ddf9f2,5000,5995,0.9995,0.75,1,cnn2d_grid_c076_8426db3cb5_r5000_b0p9995_g0p75_s1
c076,8426db3cb5,2004f9ddf9f2,5000,5995,0.9995,0.75,2,cnn2d_grid_c076_8426db3cb5_r5000_b0p9995_g0p75_s2
c077,d335bc3318,2004f9ddf9f2,5000,5995,0.9995,1.0,0,cnn2d_grid_c077_d335bc3318_r5000_b0p9995_g1_s0
c077,d335bc3318,2004f9ddf9f2,5000,5995,0.9995,1.0,1,cnn2d_grid_c077_d335bc3318_r5000_b0p9995_g1_s1
c077,d335bc3318,2004f9ddf9f2,5000,5995,0.9995,1.0,2,cnn2d_grid_c077_d335bc3318_r5000_b0p9995_g1_s2
c078,0489b0fcad,2004f9ddf9f2,5000,5995,0.9995,1.25,0,cnn2d_grid_c078_0489b0fcad_r5000_b0p9995_g1p25_s0
c078,0489b0fcad,2004f9ddf9f2,5000,5995,0.9995,1.25,1,cnn2d_grid_c078_0489b0fcad_r5000_b0p9995_g1p25_s1
c078,0489b0fcad,2004f9ddf9f2,5000,5995,0.9995,1.25,2,cnn2d_grid_c078_0489b0fcad_r5000_b0p9995_g1p25_s2
c079,8edd0bae4a,2004f9ddf9f2,5000,5995,0.9995,1.5,0,cnn2d_grid_c079_8edd0bae4a_r5000_b0p9995_g1p5_s0
c079,8edd0bae4a,2004f9ddf9f2,5000,5995,0.9995,1.5,1,cnn2d_grid_c079_8edd0bae4a_r5000_b0p9995_g1p5_s1
c079,8edd0bae4a,2004f9ddf9f2,5000,5995,0.9995,1.5,2,cnn2d_grid_c079_8edd0bae4a_r5000_b0p9995_g1p5_s2
c080,173b81c7ac,2004f9ddf9f2,5000,5995,0.9995,1.75,0,cnn2d_grid_c080_173b81c7ac_r5000_b0p9995_g1p75_s0
c080,173b81c7ac,2004f9ddf9f2,5000,5995,0.9995,1.75,1,cnn2d_grid_c080_173b81c7ac_r5000_b0p9995_g1p75_s1
c080,173b81c7ac,2004f9ddf9f2,5000,5995,0.9995,1.75,2,cnn2d_grid_c080_173b81c7ac_r5000_b0p9995_g1p75_s2
c081,f2013f34f6,2004f9ddf9f2,5000,5995,0.9995,2.0,0,cnn2d_grid_c081_f2013f34f6_r5000_b0p9995_g2_s0
c081,f2013f34f6,2004f9ddf9f2,5000,5995,0.9995,2.0,1,cnn2d_grid_c081_f2013f34f6_r5000_b0p9995_g2_s1
c081,f2013f34f6,2004f9ddf9f2,5000,5995,0.9995,2.0,2,cnn2d_grid_c081_f2013f34f6_r5000_b0p9995_g2_s2
c082,3f59396214,2004f9ddf9f2,5000,5995,0.9995,2.25,0,cnn2d_grid_c082_3f59396214_r5000_b0p9995_g2p25_s0
c082,3f59396214,2004f9ddf9f2,5000,5995,0.9995,2.25,1,cnn2d_grid_c082_3f59396214_r5000_b0p9995_g2p25_s1
c082,3f59396214,2004f9ddf9f2,5000,5995,0.9995,2.25,2,cnn2d_grid_c082_3f59396214_r5000_b0p9995_g2p25_s2
c083,75230b19a6,2004f9ddf9f2,5000,5995,0.9995,2.5,0,cnn2d_grid_c083_75230b19a6_r5000_b0p9995_g2p5_s0
c083,75230b19a6,2004f9ddf9f2,5000,5995,0.9995,2.5,1,cnn2d_grid_c083_75230b19a6_r5000_b0p9995_g2p5_s1
c083,75230b19a6,2004f9ddf9f2,5000,5995,0.9995,2.5,2,cnn2d_grid_c083_75230b19a6_r5000_b0p9995_g2p5_s2
c084,a9f198d232,2004f9ddf9f2,5000,5995,0.9995,3.0,0,cnn2d_grid_c084_a9f198d232_r5000_b0p9995_g3_s0
c084,a9f198d232,2004f9ddf9f2,5000,5995,0.9995,3.0,1,cnn2d_grid_c084_a9f198d232_r5000_b0p9995_g3_s1
c084,a9f198d232,2004f9ddf9f2,5000,5995,0.9995,3.0,2,cnn2d_grid_c084_a9f198d232_r5000_b0p9995_g3_s2
c085,8ec5f5fe88,2004f9ddf9f2,5000,5995,0.9999,0.0,0,cnn2d_grid_c085_8ec5f5fe88_r5000_b0p9999_g0_s0
c085,8ec5f5fe88,2004f9ddf9f2,5000,5995,0.9999,0.0,1,cnn2d_grid_c085_8ec5f5fe88_r5000_b0p9999_g0_s1
c085,8ec5f5fe88,2004f9ddf9f2,5000,5995,0.9999,0.0,2,cnn2d_grid_c085_8ec5f5fe88_r5000_b0p9999_g0_s2
c086,84b4706a6d,2004f9ddf9f2,5000,5995,0.9999,0.25,0,cnn2d_grid_c086_84b4706a6d_r5000_b0p9999_g0p25_s0
c086,84b4706a6d,2004f9ddf9f2,5000,5995,0.9999,0.25,1,cnn2d_grid_c086_84b4706a6d_r5000_b0p9999_g0p25_s1
c086,84b4706a6d,2004f9ddf9f2,5000,5995,0.9999,0.25,2,cnn2d_grid_c086_84b4706a6d_r5000_b0p9999_g0p25_s2
c087,ca63675ed6,2004f9ddf9f2,5000,5995,0.9999,0.5,0,cnn2d_grid_c087_ca63675ed6_r5000_b0p9999_g0p5_s0
c087,ca63675ed6,2004f9ddf9f2,5000,5995,0.9999,0.5,1,cnn2d_grid_c087_ca63675ed6_r5000_b0p9999_g0p5_s1
c087,ca63675ed6,2004f9ddf9f2,5000,5995,0.9999,0.5,2,cnn2d_grid_c087_ca63675ed6_r5000_b0p9999_g0p5_s2
c088,068e9968f8,2004f9ddf9f2,5000,5995,0.9999,0.75,0,cnn2d_grid_c088_068e9968f8_r5000_b0p9999_g0p75_s0
c088,068e9968f8,2004f9ddf9f2,5000,5995,0.9999,0.75,1,cnn2d_grid_c088_068e9968f8_r5000_b0p9999_g0p75_s1
c088,068e9968f8,2004f9ddf9f2,5000,5995,0.9999,0.75,2,cnn2d_grid_c088_068e9968f8_r5000_b0p9999_g0p75_s2
c089,c85f6102f5,2004f9ddf9f2,5000,5995,0.9999,1.0,0,cnn2d_grid_c089_c85f6102f5_r5000_b0p9999_g1_s0
c089,c85f6102f5,2004f9ddf9f2,5000,5995,0.9999,1.0,1,cnn2d_grid_c089_c85f6102f5_r5000_b0p9999_g1_s1
c089,c85f6102f5,2004f9ddf9f2,5000,5995,0.9999,1.0,2,cnn2d_grid_c089_c85f6102f5_r5000_b0p9999_g1_s2
c090,083f8d0465,2004f9ddf9f2,5000,5995,0.9999,1.25,0,cnn2d_grid_c090_083f8d0465_r5000_b0p9999_g1p25_s0
c090,083f8d0465,2004f9ddf9f2,5000,5995,0.9999,1.25,1,cnn2d_grid_c090_083f8d0465_r5000_b0p9999_g1p25_s1
c090,083f8d0465,2004f9ddf9f2,5000,5995,0.9999,1.25,2,cnn2d_grid_c090_083f8d0465_r5000_b0p9999_g1p25_s2
c091,d495d4938f,2004f9ddf9f2,5000,5995,0.9999,1.5,0,cnn2d_grid_c091_d495d4938f_r5000_b0p9999_g1p5_s0
c091,d495d4938f,2004f9ddf9f2,5000,5995,0.9999,1.5,1,cnn2d_grid_c091_d495d4938f_r5000_b0p9999_g1p5_s1
c091,d495d4938f,2004f9ddf9f2,5000,5995,0.9999,1.5,2,cnn2d_grid_c091_d495d4938f_r5000_b0p9999_g1p5_s2
c092,f0501af087,2004f9ddf9f2,5000,5995,0.9999,1.75,0,cnn2d_grid_c092_f0501af087_r5000_b0p9999_g1p75_s0
c092,f0501af087,2004f9ddf9f2,5000,5995,0.9999,1.75,1,cnn2d_grid_c092_f0501af087_r5000_b0p9999_g1p75_s1
c092,f0501af087,2004f9ddf9f2,5000,5995,0.9999,1.75,2,cnn2d_grid_c092_f0501af087_r5000_b0p9999_g1p75_s2
c093,da864b8390,2004f9ddf9f2,5000,5995,0.9999,2.0,0,cnn2d_grid_c093_da864b8390_r5000_b0p9999_g2_s0
c093,da864b8390,2004f9ddf9f2,5000,5995,0.9999,2.0,1,cnn2d_grid_c093_da864b8390_r5000_b0p9999_g2_s1
c093,da864b8390,2004f9ddf9f2,5000,5995,0.9999,2.0,2,cnn2d_grid_c093_da864b8390_r5000_b0p9999_g2_s2
c094,6a2880e474,2004f9ddf9f2,5000,5995,0.9999,2.25,0,cnn2d_grid_c094_6a2880e474_r5000_b0p9999_g2p25_s0
c094,6a2880e474,2004f9ddf9f2,5000,5995,0.9999,2.25,1,cnn2d_grid_c094_6a2880e474_r5000_b0p9999_g2p25_s1
c094,6a2880e474,2004f9ddf9f2,5000,5995,0.9999,2.25,2,cnn2d_grid_c094_6a2880e474_r5000_b0p9999_g2p25_s2
c095,872b8505e2,2004f9ddf9f2,5000,5995,0.9999,2.5,0,cnn2d_grid_c095_872b8505e2_r5000_b0p9999_g2p5_s0
c095,872b8505e2,2004f9ddf9f2,5000,5995,0.9999,2.5,1,cnn2d_grid_c095_872b8505e2_r5000_b0p9999_g2p5_s1
c095,872b8505e2,2004f9ddf9f2,5000,5995,0.9999,2.5,2,cnn2d_grid_c095_872b8505e2_r5000_b0p9999_g2p5_s2
c096,124d417598,2004f9ddf9f2,5000,5995,0.9999,3.0,0,cnn2d_grid_c096_124d417598_r5000_b0p9999_g3_s0
c096,124d417598,2004f9ddf9f2,5000,5995,0.9999,3.0,1,cnn2d_grid_c096_124d417598_r5000_b0p9999_g3_s1
c096,124d417598,2004f9ddf9f2,5000,5995,0.9999,3.0,2,cnn2d_grid_c096_124d417598_r5000_b0p9999_g3_s2
c097,fe76b2e935,2004f9ddf9f2,5000,5995,0.99999,0.0,0,cnn2d_grid_c097_fe76b2e935_r5000_b0p99999_g0_s0
c097,fe76b2e935,2004f9ddf9f2,5000,5995,0.99999,0.0,1,cnn2d_grid_c097_fe76b2e935_r5000_b0p99999_g0_s1
c097,fe76b2e935,2004f9ddf9f2,5000,5995,0.99999,0.0,2,cnn2d_grid_c097_fe76b2e935_r5000_b0p99999_g0_s2
c098,07b09d253f,2004f9ddf9f2,5000,5995,0.99999,0.25,0,cnn2d_grid_c098_07b09d253f_r5000_b0p99999_g0p25_s0
c098,07b09d253f,2004f9ddf9f2,5000,5995,0.99999,0.25,1,cnn2d_grid_c098_07b09d253f_r5000_b0p99999_g0p25_s1
c098,07b09d253f,2004f9ddf9f2,5000,5995,0.99999,0.25,2,cnn2d_grid_c098_07b09d253f_r5000_b0p99999_g0p25_s2
c099,52b357705f,2004f9ddf9f2,5000,5995,0.99999,0.5,0,cnn2d_grid_c099_52b357705f_r5000_b0p99999_g0p5_s0
c099,52b357705f,2004f9ddf9f2,5000,5995,0.99999,0.5,1,cnn2d_grid_c099_52b357705f_r5000_b0p99999_g0p5_s1
c099,52b357705f,2004f9ddf9f2,5000,5995,0.99999,0.5,2,cnn2d_grid_c099_52b357705f_r5000_b0p99999_g0p5_s2
c100,3a872f349a,2004f9ddf9f2,5000,5995,0.99999,0.75,0,cnn2d_grid_c100_3a872f349a_r5000_b0p99999_g0p75_s0
c100,3a872f349a,2004f9ddf9f2,5000,5995,0.99999,0.75,1,cnn2d_grid_c100_3a872f349a_r5000_b0p99999_g0p75_s1
c100,3a872f349a,2004f9ddf9f2,5000,5995,0.99999,0.75,2,cnn2d_grid_c100_3a872f349a_r5000_b0p99999_g0p75_s2
c101,030da919c7,2004f9ddf9f2,5000,5995,0.99999,1.0,0,cnn2d_grid_c101_030da919c7_r5000_b0p99999_g1_s0
c101,030da919c7,2004f9ddf9f2,5000,5995,0.99999,1.0,1,cnn2d_grid_c101_030da919c7_r5000_b0p99999_g1_s1
c101,030da919c7,2004f9ddf9f2,5000,5995,0.99999,1.0,2,cnn2d_grid_c101_030da919c7_r5000_b0p99999_g1_s2
c102,ce55c5b2d4,2004f9ddf9f2,5000,5995,0.99999,1.25,0,cnn2d_grid_c102_ce55c5b2d4_r5000_b0p99999_g1p25_s0
c102,ce55c5b2d4,2004f9ddf9f2,5000,5995,0.99999,1.25,1,cnn2d_grid_c102_ce55c5b2d4_r5000_b0p99999_g1p25_s1
c102,ce55c5b2d4,2004f9ddf9f2,5000,5995,0.99999,1.25,2,cnn2d_grid_c102_ce55c5b2d4_r5000_b0p99999_g1p25_s2
c103,7175e4674d,2004f9ddf9f2,5000,5995,0.99999,1.5,0,cnn2d_grid_c103_7175e4674d_r5000_b0p99999_g1p5_s0
c103,7175e4674d,2004f9ddf9f2,5000,5995,0.99999,1.5,1,cnn2d_grid_c103_7175e4674d_r5000_b0p99999_g1p5_s1
c103,7175e4674d,2004f9ddf9f2,5000,5995,0.99999,1.5,2,cnn2d_grid_c103_7175e4674d_r5000_b0p99999_g1p5_s2
c104,847c163550,2004f9ddf9f2,5000,5995,0.99999,1.75,0,cnn2d_grid_c104_847c163550_r5000_b0p99999_g1p75_s0
c104,847c163550,2004f9ddf9f2,5000,5995,0.99999,1.75,1,cnn2d_grid_c104_847c163550_r5000_b0p99999_g1p75_s1
c104,847c163550,2004f9ddf9f2,5000,5995,0.99999,1.75,2,cnn2d_grid_c104_847c163550_r5000_b0p99999_g1p75_s2
c105,2cd0ced594,2004f9ddf9f2,5000,5995,0.99999,2.0,0,cnn2d_grid_c105_2cd0ced594_r5000_b0p99999_g2_s0
c105,2cd0ced594,2004f9ddf9f2,5000,5995,0.99999,2.0,1,cnn2d_grid_c105_2cd0ced594_r5000_b0p99999_g2_s1
c105,2cd0ced594,2004f9ddf9f2,5000,5995,0.99999,2.0,2,cnn2d_grid_c105_2cd0ced594_r5000_b0p99999_g2_s2
c106,34494d9837,2004f9ddf9f2,5000,5995,0.99999,2.25,0,cnn2d_grid_c106_34494d9837_r5000_b0p99999_g2p25_s0
c106,34494d9837,2004f9ddf9f2,5000,5995,0.99999,2.25,1,cnn2d_grid_c106_34494d9837_r5000_b0p99999_g2p25_s1
c106,34494d9837,2004f9ddf9f2,5000,5995,0.99999,2.25,2,cnn2d_grid_c106_34494d9837_r5000_b0p99999_g2p25_s2
c107,22e81f5939,2004f9ddf9f2,5000,5995,0.99999,2.5,0,cnn2d_grid_c107_22e81f5939_r5000_b0p99999_g2p5_s0
c107,22e81f5939,2004f9ddf9f2,5000,5995,0.99999,2.5,1,cnn2d_grid_c107_22e81f5939_r5000_b0p99999_g2p5_s1
c107,22e81f5939,2004f9ddf9f2,5000,5995,0.99999,2.5,2,cnn2d_grid_c107_22e81f5939_r5000_b0p99999_g2p5_s2
c108,c0efc404db,2004f9ddf9f2,5000,5995,0.99999,3.0,0,cnn2d_grid_c108_c0efc404db_r5000_b0p99999_g3_s0
c108,c0efc404db,2004f9ddf9f2,5000,5995,0.99999,3.0,1,cnn2d_grid_c108_c0efc404db_r5000_b0p99999_g3_s1
c108,c0efc404db,2004f9ddf9f2,5000,5995,0.99999,3.0,2,cnn2d_grid_c108_c0efc404db_r5000_b0p99999_g3_s2
